# Joint_A_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm)
13.7850, 5.2284, -12.9123, 165.6784, 234.6784, 3.7716, 269.9857, -18.7302, -56.3815, -71.1236
13.8878, 5.1425, -12.8219, 165.5828, 234.5828, 3.8575, 269.8954, -18.7436, -56.4716, -71.1325
13.9735, 5.0683, -12.7357, 165.5705, 234.5705, 3.9317, 269.8092, -18.7243, -56.4858, -71.1409
14.0807, 5.0124, -12.6316, 165.6491, 234.6491, 3.9876, 269.7050, -18.6939, -56.4050, -71.1315
14.1961, 4.8653, -12.5187, 165.3761, 234.3761, 4.1347, 269.5922, -18.7253, -56.6784, -71.1619
14.2948, 4.7958, -12.4144, 165.4551, 234.4551, 4.2042, 269.4879, -18.6789, -56.6045, -71.1632
14.3695, 4.6908, -12.2915, 165.4106, 234.4106, 4.3092, 269.3650, -18.6142, -56.6697, -71.1715
14.4558, 4.6260, -12.2464, 165.2946, 234.2946, 4.3740, 269.3198, -18.6662, -56.7717, -71.1887
14.5386, 4.6165, -12.1340, 165.4526, 234.4526, 4.3835, 269.2074, -18.6054, -56.6166, -71.1432
14.6246, 4.5005, -11.9920, 165.3607, 234.3607, 4.4995, 269.0654, -18.5467, -56.7297, -71.1453
14.6993, 4.3992, -11.9408, 165.1601, 234.1601, 4.6008, 269.0143, -18.5906, -56.9267, -71.1811
14.7865, 4.3763, -11.8629, 165.3100, 234.3100, 4.6237, 268.9363, -18.5559, -56.7744, -71.1663
14.8689, 4.2898, -11.7274, 165.2309, 234.2309, 4.7102, 268.8009, -18.5114, -56.8686, -71.1498
14.9590, 4.2197, -11.6708, 165.0796, 234.0796, 4.7803, 268.7442, -18.5684, -57.0066, -71.1615
15.0414, 4.1601, -11.5554, 165.1745, 234.1745, 4.8399, 268.6289, -18.4976, -56.9260, -71.1494
15.1161, 4.0749, -11.4534, 165.1904, 234.1904, 4.9251, 268.5269, -18.4416, -56.9267, -71.1591
15.1967, 4.0162, -11.4182, 165.0355, 234.0355, 4.9838, 268.4917, -18.5139, -57.0644, -71.1741
15.2782, 3.9826, -11.3171, 165.1302, 234.1302, 5.0174, 268.3906, -18.4674, -56.9751, -71.1496
15.3549, 3.8963, -11.2154, 165.1213, 234.1213, 5.1037, 268.2889, -18.4213, -56.9991, -71.1586
15.4360, 3.8058, -11.1809, 164.9782, 233.9782, 5.1942, 268.2544, -18.4742, -57.1337, -71.2003
15.5131, 3.7382, -11.0917, 164.9221, 233.9221, 5.2618, 268.1652, -18.4646, -57.1944, -71.1981
15.5914, 3.6942, -10.9842, 165.0621, 234.0621, 5.3058, 268.0577, -18.3888, -57.0690, -71.1816
15.6803, 3.6103, -10.8940, 165.0354, 234.0354, 5.3897, 267.9675, -18.3717, -57.1025, -71.1942
15.7575, 3.5372, -10.8322, 164.9179, 233.9179, 5.4628, 267.9057, -18.4014, -57.2165, -71.2078
15.8300, 3.4871, -10.7365, 165.0193, 234.0193, 5.5129, 267.8100, -18.3385, -57.1290, -71.2000
15.9115, 3.4260, -10.6807, 164.8558, 233.8558, 5.5740, 267.7541, -18.3998, -57.2799, -71.2041
16.0099, 3.3414, -10.5790, 164.8168, 233.8168, 5.6586, 267.6524, -18.3878, -57.3248, -71.2097
16.0965, 3.3012, -10.4874, 164.9037, 233.9037, 5.6988, 267.5609, -18.3524, -57.2424, -71.1956
16.1831, 3.1993, -10.3632, 164.7975, 233.7975, 5.8007, 267.4366, -18.3255, -57.3650, -71.1960
16.2934, 3.1166, -10.2730, 164.7470, 233.7470, 5.8834, 267.3465, -18.3398, -57.4134, -71.2063
16.3857, 3.0492, -10.1420, 164.8151, 233.8151, 5.9508, 267.2155, -18.2716, -57.3638, -71.1890
16.4700, 2.9527, -10.0686, 164.6988, 233.6988, 6.0473, 267.1421, -18.2889, -57.4837, -71.2146
16.5617, 2.9447, -9.9802, 164.8573, 233.8573, 6.0553, 267.0536, -18.2527, -57.3244, -71.1824
16.6542, 2.8293, -9.8887, 164.7798, 233.7798, 6.1707, 266.9621, -18.2408, -57.4147, -71.2156
16.7574, 2.7262, -9.7934, 164.6936, 233.6936, 6.2738, 266.8669, -18.2468, -57.5069, -71.2362
16.8390, 2.6770, -9.6768, 164.7803, 233.7803, 6.3230, 266.7502, -18.1819, -57.4370, -71.2142
16.9255, 2.5922, -9.6034, 164.7150, 233.7150, 6.4078, 266.6769, -18.1907, -57.5061, -71.2346
17.0112, 2.4949, -9.4996, 164.5970, 233.5970, 6.5051, 266.5730, -18.1878, -57.6355, -71.2426
17.0996, 2.4821, -9.4255, 164.7367, 233.7367, 6.5179, 266.4989, -18.1626, -57.4940, -71.2212
17.1896, 2.3751, -9.3001, 164.6030, 233.6030, 6.6249, 266.3736, -18.1488, -57.6446, -71.2230
17.2808, 2.2818, -9.2076, 164.4921, 233.4921, 6.7182, 266.2811, -18.1606, -57.7620, -71.2353
17.3613, 2.2393, -9.1094, 164.5855, 233.5855, 6.7607, 266.1829, -18.1099, -57.6813, -71.2195
17.4410, 2.1238, -8.9900, 164.4778, 233.4778, 6.8762, 266.0635, -18.0772, -57.8132, -71.2336
17.5197, 2.0728, -8.9446, 164.4123, 233.4123, 6.9272, 266.0180, -18.1189, -57.8699, -71.2434
17.6032, 2.0464, -8.8184, 164.5501, 233.5501, 6.9536, 265.8919, -18.0421, -57.7502, -71.2017
17.6974, 1.9400, -8.7132, 164.4533, 233.4533, 7.0600, 265.7867, -18.0364, -57.8609, -71.2180
17.7904, 1.8368, -8.6550, 164.3190, 233.3190, 7.1632, 265.7285, -18.0813, -57.9941, -71.2569
17.8866, 1.7898, -8.5550, 164.3773, 233.3773, 7.2102, 265.6284, -18.0558, -57.9429, -71.2410
17.9719, 1.7055, -8.4654, 164.3739, 233.3739, 7.2945, 265.5388, -18.0305, -57.9610, -71.2563
18.0556, 1.6141, -8.3667, 164.2626, 233.2626, 7.3859, 265.4402, -18.0338, -58.0837, -71.2632
18.1439, 1.5750, -8.2779, 164.4188, 233.4188, 7.4250, 265.3513, -17.9759, -57.9407, -71.2554
18.2388, 1.4599, -8.1691, 164.2540, 233.2540, 7.5401, 265.2426, -17.9913, -58.1184, -71.2712
18.3173, 1.4206, -8.0802, 164.3235, 233.3235, 7.5794, 265.1537, -17.9560, -58.0595, -71.2565
18.4028, 1.3346, -7.9901, 164.2875, 233.2875, 7.6654, 265.0635, -17.9427, -58.1092, -71.2702
18.4830, 1.2342, -7.9198, 164.1346, 233.1346, 7.7658, 264.9932, -17.9765, -58.2673, -71.2979
18.5552, 1.2163, -7.8309, 164.2999, 233.2999, 7.7837, 264.9044, -17.9096, -58.1170, -71.2735
18.6398, 1.1299, -7.7027, 164.2780, 233.2780, 7.8701, 264.7762, -17.8613, -58.1648, -71.2659
18.7332, 1.0454, -7.6443, 164.1351, 233.1351, 7.9546, 264.7177, -17.9229, -58.3013, -71.2891
18.8332, 1.0011, -7.5394, 164.2045, 233.2044, 7.9989, 264.6128, -17.8949, -58.2414, -71.2691
18.9264, 0.8894, -7.4131, 164.1267, 233.1267, 8.1106, 264.4865, -17.8659, -58.3447, -71.2787
19.0362, 0.8144, -7.3555, 164.0310, 233.0310, 8.1856, 264.4290, -17.9326, -58.4290, -71.2989
19.1285, 0.7386, -7.2193, 164.1658, 233.1658, 8.2614, 264.2928, -17.8309, -58.3306, -71.2904
19.2294, 0.6460, -7.1465, 164.0141, 233.0141, 8.3540, 264.2199, -17.8902, -58.4790, -71.3109
19.3232, 0.5789, -7.0011, 164.1460, 233.1460, 8.4211, 264.0746, -17.7888, -58.3835, -71.2899
19.4166, 0.4520, -6.9010, 164.0697, 233.0697, 8.5480, 263.9744, -17.7726, -58.4838, -71.3273
19.5128, 0.4145, -6.8288, 164.0424, 233.0424, 8.5855, 263.9022, -17.8078, -58.5042, -71.3139
19.6082, 0.3239, -6.6969, 164.0681, 233.0681, 8.6761, 263.7704, -17.7484, -58.5092, -71.3114
19.6952, 0.2254, -6.5975, 163.9149, 232.9149, 8.7746, 263.6709, -17.7729, -58.6740, -71.3204
19.7677, 0.1635, -6.4848, 164.0259, 233.0259, 8.8365, 263.5583, -17.6853, -58.5963, -71.3128
19.8481, 0.0820, -6.4075, 163.9337, 232.9336, 8.9180, 263.4809, -17.7045, -58.6969, -71.3260
19.9241, 0.0173, -6.3275, 163.8542, 232.8542, 8.9827, 263.4009, -17.7210, -58.7833, -71.3253
19.9940, -0.0021, -6.2330, 163.9327, 232.9327, 9.0021, 263.3065, -17.6797, -58.7187, -71.2918
20.0024, -0.1011, -6.1229, 163.8153, 232.8153, 9.1011, 263.1963, -17.6021, -58.8838, -71.2963
20.0039, -0.1105, -6.1057, 163.8056, 232.8056, 9.1105, 263.1791, -17.5898, -58.8998, -71.2928
20.0041, -0.0916, -6.1532, 163.8512, 232.8512, 9.0916, 263.2266, -17.6169, -58.8390, -71.3095
