# Joint_B_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm)
5.3292, 11.4912, -22.0024, 173.1918, 242.1918, -2.4912, 279.0759, -19.8590, -50.1978, -71.9333
5.3921, 11.4191, -21.9353, 173.1187, 242.1187, -2.4191, 279.0087, -19.8308, -50.2654, -71.9446
5.4541, 11.3689, -21.8952, 173.0898, 242.0898, -2.3689, 278.9686, -19.8289, -50.2842, -71.9583
5.5358, 11.3035, -21.8684, 173.0531, 242.0531, -2.3035, 278.9418, -19.8476, -50.3051, -71.9913
5.6131, 11.2175, -21.7853, 173.0971, 242.0971, -2.2175, 278.8588, -19.7920, -50.2568, -72.0140
5.6812, 11.1262, -21.6807, 173.1015, 242.1015, -2.1262, 278.7542, -19.7147, -50.2535, -72.0248
5.7467, 11.0831, -21.6589, 173.0715, 242.0715, -2.0831, 278.7323, -19.7349, -50.2697, -72.0436
5.8091, 11.0418, -21.6284, 173.0599, 242.0599, -2.0418, 278.7018, -19.7435, -50.2693, -72.0574
5.8781, 10.9848, -21.5494, 173.1636, 242.1636, -1.9848, 278.6228, -19.6900, -50.1607, -72.0644
5.9361, 10.8986, -21.4736, 173.1469, 242.1469, -1.8986, 278.5470, -19.6334, -50.1788, -72.0865
5.9985, 10.8418, -21.4225, 173.1332, 242.1332, -1.8418, 278.4960, -19.6170, -50.1853, -72.1002
6.0631, 10.7903, -21.3988, 173.0847, 242.0847, -1.7903, 278.4723, -19.6335, -50.2219, -72.1230
6.1282, 10.7497, -21.3286, 173.2171, 242.2171, -1.7497, 278.4021, -19.5875, -50.0834, -72.1246
6.1963, 10.6699, -21.2703, 173.2046, 242.2046, -1.6699, 278.3438, -19.5568, -50.0918, -72.1524
6.2736, 10.5716, -21.1946, 173.0835, 242.0835, -1.5716, 278.2680, -19.5293, -50.2086, -72.1754
6.3409, 10.5082, -21.1289, 173.1485, 242.1485, -1.5082, 278.2024, -19.4875, -50.1394, -72.1922
6.4081, 10.4810, -21.0616, 173.2680, 242.2680, -1.4810, 278.1350, -19.4551, -50.0109, -72.1837
6.4811, 10.3979, -20.9978, 173.2830, 242.2830, -1.3979, 278.0713, -19.4173, -49.9925, -72.2132
6.5496, 10.3216, -20.9514, 173.1319, 242.1319, -1.3216, 278.0249, -19.4243, -50.1353, -72.2337
6.6318, 10.2437, -20.8754, 173.2183, 242.2183, -1.2437, 277.9488, -19.3746, -50.0444, -72.2577
6.6981, 10.1692, -20.8029, 173.2985, 242.2985, -1.1692, 277.8764, -19.3170, -49.9643, -72.2806
6.7597, 10.0847, -20.7552, 173.1893, 242.1893, -1.0847, 277.8287, -19.3047, -50.0704, -72.3104
6.8282, 10.0837, -20.7293, 173.2543, 242.2543, -1.0837, 277.8027, -19.3310, -49.9866, -72.3011
6.8884, 9.9954, -20.6375, 173.2479, 242.2479, -0.9954, 277.7110, -19.2610, -49.9982, -72.3162
6.9548, 9.9132, -20.5592, 173.3067, 242.3067, -0.9132, 277.6327, -19.1980, -49.9415, -72.3399
7.0203, 9.8364, -20.5131, 173.1600, 242.1600, -0.8364, 277.5865, -19.2027, -50.0819, -72.3614
7.0818, 9.8055, -20.4863, 173.1970, 242.1970, -0.8055, 277.5597, -19.2102, -50.0337, -72.3731
7.1446, 9.7795, -20.4286, 173.2971, 242.2971, -0.7795, 277.5021, -19.1847, -49.9258, -72.3678
7.2193, 9.6511, -20.3358, 173.1651, 242.1651, -0.6511, 277.4092, -19.1283, -50.0635, -72.4037
7.2800, 9.5551, -20.2652, 173.1675, 242.1675, -0.5551, 277.3386, -19.0696, -50.0665, -72.4384
7.3411, 9.5669, -20.2630, 173.1720, 242.1720, -0.5669, 277.3364, -19.1271, -50.0397, -72.4280
7.4228, 9.5186, -20.2008, 173.2620, 242.2620, -0.5186, 277.2742, -19.1033, -49.9405, -72.4369
7.4861, 9.4365, -20.1106, 173.3713, 242.3713, -0.4365, 277.1840, -19.0177, -49.8383, -72.4577
7.5498, 9.3213, -20.0447, 173.2056, 242.2056, -0.3213, 277.1182, -18.9884, -50.0079, -72.4964
7.6131, 9.2941, -20.0099, 173.2203, 242.2203, -0.2941, 277.0833, -18.9974, -49.9817, -72.4985
7.6759, 9.2629, -19.9806, 173.2582, 242.2582, -0.2629, 277.0541, -19.0034, -49.9332, -72.5091
7.7405, 9.1974, -19.8918, 173.3482, 242.3482, -0.1974, 276.9653, -18.9331, -49.8468, -72.5159
7.7990, 9.1024, -19.8319, 173.2847, 242.2846, -0.1024, 276.9054, -18.8953, -49.9145, -72.5506
7.8781, 9.0347, -19.7637, 173.2685, 242.2685, -0.0347, 276.8371, -18.8747, -49.9252, -72.5625
7.9479, 8.9745, -19.7197, 173.2754, 242.2754, 0.0255, 276.7931, -18.8648, -49.9122, -72.5848
8.0161, 8.9211, -19.6408, 173.3588, 242.3588, 0.0789, 276.7142, -18.8134, -49.8282, -72.5872
8.0886, 8.8276, -19.5875, 173.2374, 242.2374, 0.1724, 276.6609, -18.8066, -49.9472, -72.6198
8.1497, 8.7994, -19.5447, 173.3418, 242.3418, 0.2006, 276.6181, -18.7875, -49.8361, -72.6255
8.2173, 8.7434, -19.5025, 173.3533, 242.3533, 0.2566, 276.5760, -18.7785, -49.8188, -72.6460
8.2833, 8.6745, -19.4322, 173.4038, 242.4038, 0.3255, 276.5057, -18.7299, -49.7702, -72.6632
8.3514, 8.5765, -19.3635, 173.3059, 242.3059, 0.4235, 276.4370, -18.7000, -49.8709, -72.6921
8.4226, 8.5368, -19.3144, 173.3693, 242.3693, 0.4632, 276.3879, -18.6866, -49.8000, -72.6998
8.4880, 8.4765, -19.2383, 173.4517, 242.4517, 0.5235, 276.3117, -18.6308, -49.7201, -72.7093
8.5601, 8.3884, -19.1597, 173.4448, 242.4448, 0.6116, 276.2331, -18.5824, -49.7308, -72.7321
8.6243, 8.2910, -19.1075, 173.2869, 242.2869, 0.7090, 276.1809, -18.5762, -49.8895, -72.7654
8.6959, 8.2690, -19.0554, 173.3839, 242.3839, 0.7310, 276.1288, -18.5632, -49.7831, -72.7599
8.7636, 8.2231, -18.9784, 173.5038, 242.5038, 0.7769, 276.0519, -18.5082, -49.6639, -72.7607
8.8286, 8.1092, -18.9228, 173.3994, 242.3994, 0.8908, 275.9963, -18.4793, -49.7744, -72.8096
8.9024, 8.0356, -18.8775, 173.3930, 242.3930, 0.9644, 275.9509, -18.4671, -49.7777, -72.8406
8.9714, 7.9902, -18.7927, 173.5328, 242.5328, 1.0098, 275.8662, -18.4024, -49.6402, -72.8380
9.0369, 7.9576, -18.7232, 173.6086, 242.6086, 1.0424, 275.7967, -18.3684, -49.5616, -72.8288
9.0967, 7.8793, -18.7080, 173.4475, 242.4475, 1.1207, 275.7814, -18.4005, -49.7166, -72.8687
9.1811, 7.7946, -18.6353, 173.4715, 242.4715, 1.2054, 275.7088, -18.3626, -49.6934, -72.8949
9.2558, 7.7354, -18.5857, 173.4976, 242.4976, 1.2646, 275.6592, -18.3486, -49.6631, -72.9147
9.3270, 7.6658, -18.5189, 173.4928, 242.4928, 1.3342, 275.5924, -18.3192, -49.6685, -72.9299
9.3981, 7.5890, -18.4436, 173.4718, 242.4718, 1.4110, 275.5171, -18.2828, -49.6923, -72.9445
9.4583, 7.5555, -18.4089, 173.5141, 242.5141, 1.4445, 275.4824, -18.2787, -49.6439, -72.9540
9.5216, 7.4716, -18.3240, 173.5946, 242.5946, 1.5284, 275.3975, -18.1999, -49.5752, -72.9771
9.5783, 7.4308, -18.2926, 173.6004, 242.6004, 1.5692, 275.3661, -18.1997, -49.5645, -72.9913
9.6486, 7.3658, -18.2442, 173.4976, 242.4976, 1.6342, 275.3177, -18.2101, -49.6621, -73.0056
9.7124, 7.3177, -18.1731, 173.5827, 242.5827, 1.6823, 275.2466, -18.1616, -49.5798, -73.0087
9.7818, 7.2624, -18.1233, 173.6183, 242.6183, 1.7376, 275.1967, -18.1425, -49.5421, -73.0260
9.8481, 7.1711, -18.0411, 173.6277, 242.6277, 1.8289, 275.1146, -18.0812, -49.5432, -73.0505
9.9136, 7.1024, -18.0148, 173.4991, 242.4990, 1.8976, 275.0883, -18.1096, -49.6652, -73.0788
9.9809, 7.0283, -17.9201, 173.6139, 242.6139, 1.9717, 274.9935, -18.0233, -49.5626, -73.0910
10.0481, 6.9953, -17.8541, 173.7190, 242.7190, 2.0047, 274.9275, -17.9849, -49.4567, -73.0868
10.1131, 6.9034, -17.7966, 173.6684, 242.6684, 2.0966, 274.8700, -17.9564, -49.5134, -73.1215
10.1848, 6.8580, -17.7891, 173.5532, 242.5532, 2.1420, 274.8625, -18.0153, -49.6129, -73.1435
10.2564, 6.7904, -17.6982, 173.7201, 242.7201, 2.2096, 274.7716, -17.9261, -49.4576, -73.1572
10.3315, 6.7208, -17.6081, 173.7774, 242.7774, 2.2792, 274.6816, -17.8665, -49.4075, -73.1638
10.4041, 6.6434, -17.5391, 173.7372, 242.7372, 2.3566, 274.6125, -17.8411, -49.4509, -73.1809
10.4735, 6.5906, -17.5149, 173.6675, 242.6675, 2.4094, 274.5884, -17.8699, -49.5116, -73.2028
10.5394, 6.5325, -17.4343, 173.8664, 242.8664, 2.4675, 274.5078, -17.7803, -49.3245, -73.2176
10.6066, 6.4408, -17.3515, 173.8410, 242.8410, 2.5592, 274.4249, -17.7279, -49.3611, -73.2392
10.6871, 6.3621, -17.3165, 173.6406, 242.6406, 2.6379, 274.3899, -17.7768, -49.5518, -73.2643
10.7530, 6.3089, -17.2599, 173.7531, 242.7531, 2.6911, 274.3334, -17.7305, -49.4436, -73.2824
10.8141, 6.2464, -17.1841, 173.8498, 242.8498, 2.7536, 274.2575, -17.6635, -49.3575, -73.2950
10.8747, 6.1969, -17.1388, 173.7551, 242.7551, 2.8031, 274.2123, -17.6770, -49.4480, -73.2995
10.9393, 6.1150, -17.0850, 173.7044, 242.7044, 2.8850, 274.1585, -17.6577, -49.5036, -73.3285
11.0026, 6.0908, -17.0488, 173.8058, 242.8058, 2.9092, 274.1223, -17.6438, -49.3977, -73.3347
11.0786, 6.0133, -16.9740, 173.8953, 242.8953, 2.9867, 274.0474, -17.5836, -49.3177, -73.3593
11.1441, 5.9653, -16.9377, 173.8069, 242.8069, 3.0347, 274.0111, -17.6079, -49.3992, -73.3685
11.2096, 5.8821, -16.8438, 173.7991, 242.7991, 3.1179, 273.9173, -17.5461, -49.4206, -73.3782
11.2693, 5.8727, -16.8178, 173.8979, 242.8979, 3.1273, 273.8913, -17.5457, -49.3139, -73.3785
11.3379, 5.7837, -16.7543, 173.9281, 242.9281, 3.2163, 273.8277, -17.4970, -49.2944, -73.4141
11.4042, 5.7180, -16.6977, 173.8322, 242.8322, 3.2820, 273.7712, -17.4987, -49.3905, -73.4246
11.4702, 5.6545, -16.6500, 173.8752, 242.8752, 3.3455, 273.7235, -17.4710, -49.3514, -73.4504
11.5352, 5.6377, -16.6107, 173.9992, 242.9992, 3.3623, 273.6841, -17.4533, -49.2231, -73.4508
11.6042, 5.5296, -16.5161, 173.9849, 242.9849, 3.4704, 273.5895, -17.3819, -49.2564, -73.4792
11.6736, 5.4562, -16.4615, 173.9142, 242.9142, 3.5438, 273.5349, -17.3771, -49.3292, -73.4993
11.7281, 5.3817, -16.3820, 173.9481, 242.9481, 3.6183, 273.4555, -17.3109, -49.3109, -73.5141
11.7954, 5.3746, -16.3626, 174.0228, 243.0228, 3.6254, 273.4361, -17.3291, -49.2239, -73.5145
11.8666, 5.3115, -16.3048, 174.1015, 243.1015, 3.6885, 273.3783, -17.2881, -49.1516, -73.5369
11.9413, 5.2018, -16.2319, 173.9448, 242.9448, 3.7982, 273.3053, -17.2774, -49.3171, -73.5677
12.0146, 5.1202, -16.1460, 173.9586, 242.9586, 3.8798, 273.2194, -17.2241, -49.3157, -73.5826
12.1083, 5.0658, -16.0903, 174.0389, 243.0389, 3.9342, 273.1637, -17.2083, -49.2332, -73.5995
12.1847, 4.9731, -16.0132, 174.0373, 243.0373, 4.0269, 273.0866, -17.1626, -49.2471, -73.6272
12.2502, 4.9193, -15.9381, 174.1461, 243.1461, 4.0807, 273.0115, -17.0995, -49.1494, -73.6345
12.3201, 4.8725, -15.8626, 174.2336, 243.2336, 4.1275, 272.9360, -17.0496, -49.0696, -73.6340
12.3812, 4.8011, -15.8108, 174.1882, 243.1882, 4.1989, 272.8842, -17.0347, -49.1208, -73.6563
12.4545, 4.7191, -15.7939, 173.9747, 242.9747, 4.2809, 272.8673, -17.0999, -49.3253, -73.6937
12.5222, 4.6800, -15.7347, 174.1278, 243.1278, 4.3200, 272.8081, -17.0463, -49.1790, -73.7024
12.5881, 4.6225, -15.6537, 174.3086, 243.3086, 4.3775, 272.7271, -16.9557, -49.0153, -73.7150
12.6558, 4.5465, -15.5721, 174.2736, 243.2736, 4.4535, 272.6456, -16.9180, -49.0618, -73.7240
12.7266, 4.4753, -15.5500, 174.0712, 243.0712, 4.5247, 272.6235, -16.9806, -49.2549, -73.7507
12.7876, 4.4067, -15.4613, 174.2247, 243.2247, 4.5933, 272.5347, -16.8812, -49.1234, -73.7653
12.8584, 4.3793, -15.4147, 174.3215, 243.3215, 4.6207, 272.4881, -16.8620, -49.0256, -73.7674
12.9265, 4.2813, -15.3234, 174.3578, 243.3578, 4.7187, 272.3968, -16.7843, -49.0116, -73.7941
12.9946, 4.2759, -15.3206, 174.3311, 243.3311, 4.7241, 272.3940, -16.8452, -49.0190, -73.7945
13.0583, 4.1836, -15.2240, 174.3984, 243.3984, 4.8164, 272.2975, -16.7536, -48.9768, -73.8161
13.1212, 4.0868, -15.1495, 174.3321, 243.3321, 4.9132, 272.2230, -16.7155, -49.0591, -73.8433
13.1814, 4.0359, -15.1113, 174.2399, 243.2399, 4.9641, 272.1848, -16.7366, -49.1489, -73.8533
13.2447, 3.9951, -15.0900, 174.2341, 243.2340, 5.0049, 272.1634, -16.7535, -49.1500, -73.8726
13.3141, 3.9883, -15.0584, 174.3956, 243.3956, 5.0117, 272.1318, -16.7362, -48.9839, -73.8728
13.3787, 3.9133, -14.9776, 174.4570, 243.4570, 5.0867, 272.0511, -16.6688, -48.9407, -73.8895
13.4420, 3.8472, -14.9329, 174.3434, 243.3435, 5.1528, 272.0063, -16.6859, -49.0551, -73.9060
13.5035, 3.7735, -14.8599, 174.3622, 243.3622, 5.2265, 271.9333, -16.6355, -49.0517, -73.9228
13.5672, 3.7418, -14.8227, 174.4980, 243.4980, 5.2582, 271.8961, -16.6024, -48.9195, -73.9372
13.6301, 3.6761, -14.7444, 174.5495, 243.5495, 5.3239, 271.8179, -16.5433, -48.8842, -73.9472
13.7035, 3.6047, -14.6679, 174.4870, 243.4870, 5.3953, 271.7414, -16.5265, -48.9551, -73.9533
13.7971, 3.5400, -14.6213, 174.4860, 243.4860, 5.4600, 271.6947, -16.5349, -48.9544, -73.9770
13.8788, 3.4633, -14.5561, 174.5936, 243.5936, 5.5367, 271.6296, -16.4787, -48.8610, -74.0082
13.9654, 3.3552, -14.4622, 174.4908, 243.4908, 5.6448, 271.5356, -16.4523, -48.9796, -74.0298
14.0520, 3.2669, -14.3723, 174.5142, 243.5142, 5.7331, 271.4458, -16.4009, -48.9729, -74.0485
14.1302, 3.2443, -14.3216, 174.6947, 243.6947, 5.7557, 271.3951, -16.3594, -48.7958, -74.0514
14.2005, 3.1289, -14.2453, 174.6321, 243.6321, 5.8711, 271.3187, -16.3166, -48.8798, -74.0926
14.2594, 3.0471, -14.1896, 174.5768, 243.5768, 5.9529, 271.2630, -16.2964, -48.9474, -74.1200
14.3249, 3.0265, -14.1375, 174.6838, 243.6838, 5.9735, 271.2109, -16.2668, -48.8437, -74.1142
14.3947, 2.9768, -14.0751, 174.7610, 243.7610, 6.0232, 271.1486, -16.2263, -48.7765, -74.1232
14.4646, 2.8840, -14.0047, 174.6127, 243.6127, 6.1160, 271.0782, -16.2279, -48.9351, -74.1427
14.5477, 2.8346, -13.9402, 174.7127, 243.7127, 6.1654, 271.0137, -16.1898, -48.8433, -74.1520
14.6276, 2.7751, -13.8850, 174.7990, 243.7990, 6.2249, 270.9584, -16.1550, -48.7662, -74.1736
14.7045, 2.6649, -13.8027, 174.7472, 243.7472, 6.3351, 270.8762, -16.1135, -48.8392, -74.2081
14.7814, 2.6010, -13.7548, 174.6306, 243.6306, 6.3990, 270.8282, -16.1449, -48.9541, -74.2207
14.8540, 2.5710, -13.6811, 174.9206, 243.9206, 6.4290, 270.7546, -16.0393, -48.6841, -74.2249
14.9115, 2.4930, -13.5972, 174.9167, 243.9167, 6.5070, 270.6706, -15.9821, -48.7099, -74.2367
14.9748, 2.4194, -13.5861, 174.7821, 243.7821, 6.5806, 270.6595, -16.0313, -48.8405, -74.2775
15.0350, 2.3925, -13.5360, 174.9307, 243.9307, 6.6075, 270.6095, -15.9806, -48.7017, -74.2816
15.0921, 2.3262, -13.4539, 174.9933, 243.9933, 6.6738, 270.5274, -15.9091, -48.6619, -74.2907
15.1501, 2.2468, -13.3702, 174.9625, 243.9625, 6.7532, 270.4437, -15.8608, -48.7139, -74.3014
15.2218, 2.2182, -13.3616, 174.8777, 243.8777, 6.7818, 270.4350, -15.9276, -48.7830, -74.3119
15.2859, 2.1923, -13.3183, 174.9639, 243.9639, 6.8077, 270.3917, -15.9061, -48.7006, -74.3140
15.3545, 2.1247, -13.2560, 175.0568, 244.0568, 6.8753, 270.3295, -15.8487, -48.6258, -74.3385
15.4125, 2.0168, -13.1795, 174.9582, 243.9582, 6.9832, 270.2530, -15.8135, -48.7478, -74.3707
15.4714, 1.9758, -13.1460, 174.9810, 243.9810, 7.0242, 270.2195, -15.8079, -48.7284, -74.3853
15.5360, 1.9418, -13.0800, 175.0970, 244.0970, 7.0582, 270.1535, -15.7545, -48.6256, -74.3827
15.6054, 1.8537, -13.0005, 175.1671, 244.1671, 7.1463, 270.0740, -15.6808, -48.5820, -74.4114
15.6731, 1.8006, -12.9626, 175.0962, 244.0962, 7.1994, 270.0361, -15.7044, -48.6526, -74.4251
15.7482, 1.7094, -12.8856, 175.0687, 244.0687, 7.2906, 269.9591, -15.6690, -48.6995, -74.4497
15.8221, 1.6843, -12.8555, 175.2337, 244.2337, 7.3157, 269.9290, -15.6386, -48.5383, -74.4655
15.8990, 1.6241, -12.7765, 175.2129, 244.2129, 7.3759, 269.8500, -15.6177, -48.5710, -74.4647
15.9763, 1.5522, -12.7174, 175.1302, 244.1302, 7.4478, 269.7908, -15.6274, -48.6601, -74.4797
16.0453, 1.5014, -12.6422, 175.3260, 244.3260, 7.4986, 269.7156, -15.5333, -48.4893, -74.4918
16.1134, 1.4182, -12.5808, 175.3463, 244.3463, 7.5818, 269.6542, -15.4919, -48.4886, -74.5232
16.1815, 1.3462, -12.5280, 175.2233, 244.2233, 7.6538, 269.6014, -15.5130, -48.6168, -74.5388
16.2422, 1.2722, -12.4644, 175.2655, 244.2655, 7.7278, 269.5379, -15.4611, -48.5960, -74.5634
16.3107, 1.2455, -12.4187, 175.3972, 244.3972, 7.7545, 269.4922, -15.4238, -48.4724, -74.5684
16.3753, 1.1782, -12.3391, 175.3923, 244.3923, 7.8218, 269.4125, -15.3829, -48.4967, -74.5742
16.4479, 1.1155, -12.3137, 175.3058, 244.3058, 7.8845, 269.3872, -15.4216, -48.5810, -74.6018
16.5120, 1.0418, -12.2410, 175.3467, 244.3467, 7.9582, 269.3145, -15.3663, -48.5630, -74.6206
16.5788, 1.0004, -12.1834, 175.4619, 244.4619, 7.9996, 269.2569, -15.3158, -48.4628, -74.6289
16.6425, 0.9351, -12.1253, 175.4730, 244.4730, 8.0649, 269.1987, -15.2861, -48.4673, -74.6472
16.7124, 0.8538, -12.0609, 175.4133, 244.4133, 8.1462, 269.1343, -15.2736, -48.5421, -74.6686
16.7818, 0.7853, -12.0028, 175.3563, 244.3563, 8.2147, 269.0762, -15.2716, -48.6094, -74.6838
16.8464, 0.7839, -11.9378, 175.6203, 244.6203, 8.2161, 269.0112, -15.1814, -48.3627, -74.6682
16.9106, 0.7157, -11.8887, 175.6631, 244.6631, 8.2843, 268.9621, -15.1462, -48.3368, -74.6969
16.9853, 0.6371, -11.8647, 175.5087, 244.5087, 8.3629, 268.9382, -15.2046, -48.4882, -74.7323
17.0552, 0.5636, -11.7675, 175.6016, 244.6016, 8.4364, 268.8410, -15.1165, -48.4276, -74.7407
17.1220, 0.5101, -11.7000, 175.6732, 244.6732, 8.4899, 268.7735, -15.0669, -48.3749, -74.7490
17.1831, 0.4400, -11.6547, 175.6318, 244.6318, 8.5600, 268.7281, -15.0615, -48.4281, -74.7745
17.2503, 0.3647, -11.6175, 175.5310, 244.5310, 8.6353, 268.6910, -15.0866, -48.5343, -74.8038
17.3109, 0.3275, -11.5286, 175.7432, 244.7432, 8.6725, 268.6021, -14.9727, -48.3540, -74.7982
17.3777, 0.2872, -11.4694, 175.7711, 244.7711, 8.7128, 268.5429, -14.9522, -48.3367, -74.7974
17.4546, 0.1994, -11.4270, 175.6867, 244.6867, 8.8006, 268.5004, -14.9690, -48.4302, -74.8350
17.5311, 0.1287, -11.3501, 175.7926, 244.7926, 8.8713, 268.4236, -14.8984, -48.3516, -74.8544
17.5882, 0.0635, -11.2673, 175.8143, 244.8143, 8.9365, 268.3407, -14.8407, -48.3559, -74.8587
17.6621, -0.0078, -11.2149, 175.8130, 244.8130, 9.0078, 268.2884, -14.8258, -48.3715, -74.8842
17.7170, -0.0544, -11.2004, 175.7416, 244.7416, 9.0544, 268.2739, -14.8629, -48.4402, -74.9067
17.7965, -0.0770, -11.1658, 175.8536, 244.8536, 9.0770, 268.2392, -14.8500, -48.3313, -74.9135
17.8594, -0.1860, -11.0316, 175.9019, 244.9019, 9.1860, 268.1050, -14.7250, -48.3359, -74.9243
17.9213, -0.2429, -10.9768, 175.8886, 244.8886, 9.2429, 268.0503, -14.7105, -48.3625, -74.9359
17.9930, -0.2850, -10.9734, 175.8252, 244.8252, 9.2850, 268.0469, -14.7700, -48.4156, -74.9622
18.0694, -0.3211, -10.9038, 176.0140, 245.0140, 9.3211, 267.9772, -14.6912, -48.2501, -74.9653
18.1433, -0.4250, -10.7984, 176.0190, 245.0190, 9.4250, 267.8718, -14.6165, -48.2838, -74.9856
18.2149, -0.4641, -10.7720, 175.9202, 244.9202, 9.4641, 267.8454, -14.6737, -48.3748, -74.9928
18.2834, -0.5302, -10.7109, 176.0581, 245.0581, 9.5302, 267.7843, -14.5977, -48.2654, -75.0205
18.3555, -0.6034, -10.6258, 176.1043, 245.1043, 9.6034, 267.6992, -14.5376, -48.2480, -75.0320
18.4329, -0.6543, -10.5833, 176.0420, 245.0420, 9.6543, 267.6567, -14.5675, -48.3116, -75.0419
18.5001, -0.7231, -10.5232, 176.0797, 245.0797, 9.7231, 267.5967, -14.5279, -48.2958, -75.0642
18.5687, -0.7717, -10.4427, 176.2755, 245.2755, 9.7717, 267.5162, -14.4236, -48.1340, -75.0713
18.6284, -0.8295, -10.3872, 176.2095, 245.2095, 9.8295, 267.4607, -14.4269, -48.2112, -75.0787
18.6917, -0.9173, -10.3260, 176.0971, 245.0971, 9.9173, 267.3994, -14.4311, -48.3406, -75.1028
18.7567, -0.9458, -10.3084, 176.1347, 245.1347, 9.9458, 267.3818, -14.4431, -48.3028, -75.1182
18.8271, -0.9987, -10.2334, 176.3280, 245.3280, 9.9987, 267.3068, -14.3425, -48.1435, -75.1318
18.9026, -1.0720, -10.1837, 176.2468, 245.2468, 10.0720, 267.2572, -14.3618, -48.2340, -75.1538
18.9725, -1.1382, -10.1035, 176.2553, 245.2553, 10.1382, 267.1770, -14.3219, -48.2499, -75.1594
19.0424, -1.1584, -10.0532, 176.4495, 245.4495, 10.1584, 267.1266, -14.2557, -48.0742, -75.1618
19.1052, -1.2420, -9.9818, 176.3987, 245.3987, 10.2420, 267.0552, -14.2308, -48.1494, -75.1815
19.1773, -1.3264, -9.9276, 176.3198, 245.3198, 10.3264, 267.0010, -14.2375, -48.2436, -75.2099
19.2450, -1.3857, -9.8703, 176.3247, 245.3247, 10.3857, 266.9437, -14.2182, -48.2557, -75.2234
19.3192, -1.4063, -9.8244, 176.5689, 245.5689, 10.4063, 266.8979, -14.1383, -48.0329, -75.2329
19.3830, -1.4856, -9.7544, 176.5344, 245.5344, 10.4856, 266.8279, -14.1113, -48.0917, -75.2514
19.4524, -1.5439, -9.7062, 176.4554, 245.4554, 10.5439, 266.7797, -14.1345, -48.1776, -75.2625
19.5240, -1.5853, -9.6439, 176.5666, 245.5666, 10.5853, 266.7173, -14.0815, -48.0882, -75.2677
19.5904, -1.6656, -9.5652, 176.6462, 245.6462, 10.6656, 266.6386, -14.0041, -48.0454, -75.2914
19.6668, -1.7456, -9.5157, 176.6177, 245.6177, 10.7456, 266.5891, -14.0008, -48.0908, -75.3233
19.7495, -1.8231, -9.4327, 176.6070, 245.6070, 10.8231, 266.5061, -13.9717, -48.1270, -75.3346
19.8163, -1.8503, -9.3596, 176.8591, 245.8591, 10.8503, 266.4331, -13.8564, -47.9100, -75.3339
19.8910, -1.9455, -9.2910, 176.7420, 245.7420, 10.9455, 266.3644, -13.8655, -48.0468, -75.3590
19.9731, -1.9948, -9.2530, 176.6836, 245.6836, 10.9948, 266.3264, -13.9041, -48.1059, -75.3707
20.0026, -2.0726, -9.1938, 176.6211, 245.6211, 11.0726, 266.2672, -13.8695, -48.1961, -75.3922
20.0061, -2.1014, -9.1292, 176.8480, 245.8480, 11.1014, 266.2026, -13.7163, -48.0161, -75.3956
20.0065, -2.1116, -9.1335, 176.8292, 245.8292, 11.1116, 266.2070, -13.7223, -48.0350, -75.4048
