33.0,-1.2706799507141113,1.4494720697402954,-165.6549530029297,-1.1579744419042823,-4.93300380250039,7.177105810478517
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1523776631963847,-4.9343186234561776,7.1630392923023605
34.0,-1.2368450164794922,1.5557880401611328,-165.71058654785156,-1.152240193618164,-4.945733110311947,7.1635051140115635
33.0,-1.3706800937652588,1.4494720697402954,-165.6549530029297,-1.1582379752433294,-4.928802135642288,7.1792659783435875
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1304606884338282,-4.934214388646231,7.156827555898482
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1491725735967877,-4.940043325026692,7.162279982349045
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1455940788422891,-4.936382798121855,7.16165031283803
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1490318302169813,-4.930332507328934,7.160479272613845
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1302196445272903,-4.9334144479985795,7.160263704945022
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1379770731356937,-4.930032157464997,7.15891075526174
33.0,-1.2706799507141113,1.5494719743728638,-165.6549530029297,-1.146096144411573,-4.933417467093214,7.1801225781105025
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1514845957257858,-4.929377426645742,7.160458561054551
34.0,-1.2368450164794922,1.5557880401611328,-165.71058654785156,-1.1472916227068082,-4.955590990381581,7.16364032931556
34.0,-1.2368450164794922,1.5557880401611328,-165.71058654785156,-1.143375717289926,-4.947618905072247,7.163053295956067
34.0,-1.33684504032135,1.5557880401611328,-165.71058654785156,-1.1457619880544427,-4.907330981908256,7.168055264942122
34.0,-1.33684504032135,1.455788016319275,-165.71058654785156,-1.154819191435713,-4.906646036441649,7.162296680563297
34.0,-1.436845064163208,1.5557880401611328,-165.71058654785156,-1.1241870446105895,-4.88009521869131,7.163973152865504
34.0,-1.5368449687957764,1.6557880640029907,-165.81057739257812,-1.1018455123756166,-4.851496595603564,7.171636648391255
34.0,-1.5368449687957764,1.6557880640029907,-165.81057739257812,-1.084009774388801,-4.854233212673188,7.17026735479916
34.0,-1.436845064163208,1.5557880401611328,-165.71058654785156,-1.1426933940454398,-4.883219963646284,7.149754303869009
34.0,-1.33684504032135,1.355787992477417,-165.71058654785156,-1.2083101416998485,-4.894754394247767,7.133373140927106
34.0,-1.33684504032135,1.355787992477417,-165.71058654785156,-1.201666991740934,-4.895160956737687,7.129825404942565
34.0,-1.33684504032135,1.255787968635559,-165.81057739257812,-1.2232377238250358,-4.913568286677599,7.128320772842619
34.0,-1.33684504032135,1.255787968635559,-165.71058654785156,-1.2190367482300732,-4.91770131255142,7.131392439400223
34.0,-1.33684504032135,1.255787968635559,-165.71058654785156,-1.2323039332911985,-4.906098091613788,7.126640103953516
34.0,-1.436845064163208,1.355787992477417,-165.71058654785156,-1.1832173184377044,-4.8909577410206175,7.1452990498671
35.0,-1.4030101299285889,1.5621039867401123,-165.76620483398438,-1.1197300100085024,-4.895149180461315,7.132634593238682
35.0,-1.4030101299285889,1.5621039867401123,-165.8662109375,-1.115076797268944,-4.894057395807583,7.13122319293591
34.0,-1.436845064163208,1.5557880401611328,-165.71058654785156,-1.1280407459515842,-4.869853533594728,7.155884954093619
