# Joint_B_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm)
-12.3930, -3.2746, -2.5185, 169.0087, 238.0087, 12.2746, 259.5920, -0.5294, -59.2704, -71.4886
-12.2199, -3.3872, -2.3538, 168.8761, 237.8761, 12.3872, 259.4272, -0.4918, -59.3706, -71.4902
-12.0480, -3.4816, -2.2039, 168.8704, 237.8704, 12.4816, 259.2774, -0.4938, -59.3492, -71.4952
-11.8758, -3.6250, -1.9961, 168.8273, 237.8273, 12.6250, 259.0695, -0.4166, -59.3556, -71.5098
-11.6934, -3.7445, -1.8100, 168.8161, 237.8161, 12.7445, 258.8835, -0.3851, -59.3349, -71.5177
-11.5115, -3.8865, -1.5779, 168.7886, 237.7886, 12.8865, 258.6514, -0.3002, -59.3238, -71.5203
-11.3208, -4.0200, -1.3920, 168.7045, 237.7045, 13.0200, 258.4654, -0.2603, -59.3770, -71.5336
-11.1274, -4.1063, -1.2014, 168.6657, 237.6657, 13.1063, 258.2748, -0.2496, -59.3850, -71.5082
-10.9371, -4.2671, -0.9575, 168.6002, 237.6002, 13.2671, 258.0310, -0.1491, -59.4129, -71.5175
-10.7477, -4.3907, -0.7713, 168.6177, 237.6177, 13.3907, 257.8448, -0.1261, -59.3683, -71.5315
-10.5829, -4.5008, -0.5965, 168.5436, 237.5436, 13.5008, 257.6700, -0.0829, -59.4167, -71.5312
-10.3838, -4.6288, -0.3954, 168.5585, 237.5585, 13.6288, 257.4689, -0.0544, -59.3741, -71.5413
-10.1707, -4.7915, -0.1607, 168.4366, 237.4366, 13.7915, 257.2341, 0.0217, -59.4638, -71.5517
-9.9532, -4.9135, 0.0407, 168.4495, 237.4495, 13.9135, 257.0328, 0.0285, -59.4251, -71.5562
-9.7743, -5.0605, 0.3008, 168.3610, 237.3610, 14.0605, 256.7726, 0.1495, -59.4802, -71.5434
-9.5656, -5.1929, 0.5186, 168.3799, 237.3799, 14.1929, 256.5549, 0.1843, -59.4358, -71.5491
-9.3990, -5.3641, 0.7321, 168.3073, 237.3073, 14.3641, 256.3414, 0.2886, -59.4845, -71.5820
-9.2483, -5.4740, 0.9366, 168.2735, 237.2735, 14.4740, 256.1369, 0.3662, -59.4952, -71.5704
-9.0984, -5.5674, 1.0816, 168.2433, 237.2433, 14.5674, 255.9919, 0.3850, -59.5101, -71.5748
-8.9385, -5.6714, 1.2414, 168.2902, 237.2902, 14.6714, 255.8321, 0.4043, -59.4478, -71.5880
-8.7838, -5.7776, 1.4167, 168.2267, 237.2267, 14.7776, 255.6568, 0.4536, -59.4935, -71.5851
-8.6159, -5.8816, 1.6263, 168.1978, 237.1978, 14.8816, 255.4471, 0.5142, -59.5016, -71.5662
