# Joint_A_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm)
18.8675, -24.9008, 30.3487, 176.8720, 245.8720, 33.9008, 226.7248, 7.0931, -64.4285, -72.4035
19.0362, -25.0002, 30.5166, 177.0869, 246.0869, 34.0002, 226.5569, 7.1662, -64.3822, -72.4112
19.2281, -25.1052, 30.6312, 177.1655, 246.1655, 34.1052, 226.4423, 7.1206, -64.4589, -72.4318
19.3816, -25.2405, 30.8856, 177.4169, 246.4169, 34.2405, 226.1879, 7.3115, -64.4089, -72.4324
19.5559, -25.3078, 30.9566, 177.3848, 246.3848, 34.3078, 226.1168, 7.1906, -64.5567, -72.4312
19.7077, -25.4359, 31.1808, 177.6643, 246.6643, 34.4359, 225.8926, 7.3673, -64.4718, -72.4447
19.8719, -25.5147, 31.2938, 177.7425, 246.7425, 34.5147, 225.7796, 7.3392, -64.5308, -72.4465
19.9822, -25.6303, 31.4550, 177.8913, 246.8913, 34.6303, 225.6185, 7.4554, -64.5263, -72.4698
19.9995, -25.7059, 31.5875, 178.0026, 247.0026, 34.7059, 225.4860, 7.6201, -64.4938, -72.4787
20.0021, -25.7132, 31.5951, 177.9998, 246.9998, 34.7132, 225.4783, 7.6253, -64.5019, -72.4804
20.0026, -25.7185, 31.6096, 178.0258, 247.0258, 34.7185, 225.4639, 7.6491, -64.4842, -72.4807
