# Joint_B_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm), T_cam2marker_flat(16), T_torso2marker_flat(16), T_ee2marker_flat(16)
-9.7321, 4.3881, -1.1305, 122.5763, 191.5763, 4.6119, 258.2039, 105.1526, -1.1882, -8.1661, 0.604277, 0.785628, 0.132806, 0.004388, -0.790974, 0.611562, -0.018768, -0.001130, -0.095964, -0.093706, 0.990964, 0.122576, 0.000000, 0.000000, 0.000000, 1.000000, -0.095964, -0.093706, 0.990964, 0.191576, -0.604277, -0.785628, -0.132806, 0.004612, 0.790974, -0.611562, 0.018768, 0.258204, 0.000000, 0.000000, 0.000000, 1.000000, 0.021598, 0.006604, -0.999745, 0.105153, -0.999127, 0.035920, -0.021348, -0.001188, 0.035769, 0.999333, 0.007374, -0.008166, 0.000000, 0.000000, 0.000000, 1.000000
-9.4734, 4.3811, -1.2495, 123.9803, 192.9803, 4.6189, 258.3229, 105.7567, -1.1807, -8.0342, 0.604487, 0.785839, 0.130586, 0.004381, -0.790681, 0.611839, -0.021834, -0.001249, -0.097056, -0.090053, 0.991197, 0.123980, 0.000000, 0.000000, 0.000000, 1.000000, -0.097056, -0.090053, 0.991197, 0.192980, -0.604487, -0.785839, -0.130586, 0.004619, 0.790681, -0.611839, 0.021834, 0.258323, 0.000000, 0.000000, 0.000000, 1.000000, 0.022497, -0.001558, -0.999746, 0.105757, -0.999087, 0.036283, -0.022539, -0.001181, 0.036309, 0.999340, -0.000741, -0.008034, 0.000000, 0.000000, 0.000000, 1.000000
-9.2070, 4.3919, -1.4271, 125.7435, 194.7435, 4.6081, 258.5006, 106.0622, -1.2055, -7.9511, 0.604920, 0.785780, 0.128925, 0.004392, -0.790844, 0.611756, -0.017905, -0.001427, -0.092940, -0.091128, 0.991493, 0.125743, 0.000000, 0.000000, 0.000000, 1.000000, -0.092940, -0.091128, 0.991493, 0.194743, -0.604920, -0.785780, -0.128925, 0.004608, 0.790844, -0.611756, 0.017905, 0.258501, 0.000000, 0.000000, 0.000000, 1.000000, 0.018190, -0.005131, -0.999821, 0.106062, -0.999177, 0.036173, -0.018364, -0.001206, 0.036261, 0.999332, -0.004469, -0.007951, 0.000000, 0.000000, 0.000000, 1.000000
-8.9112, 4.3499, -1.5205, 127.8107, 196.8107, 4.6501, 258.5940, 106.3003, -1.1096, -7.8611, 0.603948, 0.786895, 0.126659, 0.004350, -0.790680, 0.611538, -0.029110, -0.001521, -0.100363, -0.082565, 0.991519, 0.127811, 0.000000, 0.000000, 0.000000, 1.000000, -0.100363, -0.082565, 0.991519, 0.196811, -0.603948, -0.786895, -0.126659, 0.004650, 0.790680, -0.611538, 0.029110, 0.258594, 0.000000, 0.000000, 0.000000, 1.000000, 0.025488, -0.018925, -0.999496, 0.106300, -0.999011, 0.035962, -0.026157, -0.001110, 0.036439, 0.999174, -0.017990, -0.007861, 0.000000, 0.000000, 0.000000, 1.000000
-8.6658, 4.2863, -1.7789, 130.1715, 199.1715, 4.7137, 258.8523, 105.8628, -1.1144, -7.9921, 0.603946, 0.785975, 0.132257, 0.004286, -0.790660, 0.611746, -0.024963, -0.001779, -0.100528, -0.089494, 0.990901, 0.130171, 0.000000, 0.000000, 0.000000, 1.000000, -0.100528, -0.089494, 0.990901, 0.199171, -0.603946, -0.785975, -0.132257, 0.004714, 0.790660, -0.611746, 0.024963, 0.258852, 0.000000, 0.000000, 0.000000, 1.000000, 0.025495, -0.016216, -0.999543, 0.105863, -0.999006, 0.036169, -0.026068, -0.001114, 0.036575, 0.999214, -0.015277, -0.007992, 0.000000, 0.000000, 0.000000, 1.000000
-8.4029, 4.1912, -2.0843, 132.1301, 201.1301, 4.8088, 259.1578, 105.9658, -1.1679, -8.1195, 0.604739, 0.783844, 0.140992, 0.004191, -0.790736, 0.612057, -0.011120, -0.002084, -0.095011, -0.104763, 0.989948, 0.132130, 0.000000, 0.000000, 0.000000, 1.000000, -0.095011, -0.104763, 0.989948, 0.201130, -0.604739, -0.783844, -0.140992, 0.004809, 0.790736, -0.612057, 0.011120, 0.259158, 0.000000, 0.000000, 0.000000, 1.000000, 0.019754, -0.005386, -0.999790, 0.105966, -0.999132, 0.036564, -0.019938, -0.001168, 0.036664, 0.999317, -0.004659, -0.008120, 0.000000, 0.000000, 0.000000, 1.000000
-8.0680, 4.1925, -2.1821, 133.8069, 202.8069, 4.8075, 259.2556, 106.8925, -1.1284, -7.9287, 0.604281, 0.784352, 0.140129, 0.004192, -0.790480, 0.612223, -0.018025, -0.002182, -0.099928, -0.099877, 0.989969, 0.133807, 0.000000, 0.000000, 0.000000, 1.000000, -0.099928, -0.099877, 0.989969, 0.202807, -0.604281, -0.784352, -0.140129, 0.004808, 0.790480, -0.612223, 0.018025, 0.259256, 0.000000, 0.000000, 0.000000, 1.000000, 0.024469, -0.016139, -0.999570, 0.106892, -0.999010, 0.036754, -0.025049, -0.001128, 0.037142, 0.999194, -0.015224, -0.007929, 0.000000, 0.000000, 0.000000, 1.000000
-7.7344, 4.2005, -2.3785, 136.6181, 205.6181, 4.7995, 259.4519, 106.6866, -1.0920, -7.9371, 0.604849, 0.784461, 0.137037, 0.004200, -0.790050, 0.612706, -0.020303, -0.002378, -0.099890, -0.095986, 0.990358, 0.136618, 0.000000, 0.000000, 0.000000, 1.000000, -0.099890, -0.095986, 0.990358, 0.205618, -0.604849, -0.784461, -0.137037, 0.004800, 0.790050, -0.612706, 0.020303, 0.259452, 0.000000, 0.000000, 0.000000, 1.000000, 0.024128, -0.025829, -0.999375, 0.106687, -0.998987, 0.037362, -0.025084, -0.001092, 0.037986, 0.998968, -0.024902, -0.007937, 0.000000, 0.000000, 0.000000, 1.000000
-7.4676, 4.1842, -2.5609, 139.0479, 208.0480, 4.8158, 259.6344, 106.3480, -1.0575, -8.0126, 0.604033, 0.784583, 0.139909, 0.004184, -0.790353, 0.612280, -0.021342, -0.002561, -0.102408, -0.097686, 0.989934, 0.139048, 0.000000, 0.000000, 0.000000, 1.000000, -0.102408, -0.097686, 0.989934, 0.208048, -0.604033, -0.784583, -0.139909, 0.004816, 0.790353, -0.612280, 0.021342, 0.259634, 0.000000, 0.000000, 0.000000, 1.000000, 0.026565, -0.028809, -0.999232, 0.106348, -0.998940, 0.036824, -0.027619, -0.001058, 0.037591, 0.998906, -0.027800, -0.008013, 0.000000, 0.000000, 0.000000, 1.000000
-7.2215, 4.1634, -2.8393, 141.3941, 210.3941, 4.8366, 259.9128, 105.9373, -1.1044, -8.1764, 0.604964, 0.783004, 0.144649, 0.004163, -0.790431, 0.612476, -0.009602, -0.002839, -0.096112, -0.108526, 0.989436, 0.141394, 0.000000, 0.000000, 0.000000, 1.000000, -0.096112, -0.108526, 0.989436, 0.210394, -0.604964, -0.783004, -0.144649, 0.004837, 0.790431, -0.612476, 0.009602, 0.259913, 0.000000, 0.000000, 0.000000, 1.000000, 0.020042, -0.022151, -0.999554, 0.105937, -0.999093, 0.037123, -0.020856, -0.001104, 0.037568, 0.999065, -0.021387, -0.008176, 0.000000, 0.000000, 0.000000, 1.000000
